zoneId;data;temp_media;umidita_med;radSolareMedia;precipitazione
Zones ;Data;float;float;float;float
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 13:00;19.01;44.18;664.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 13:30;19.16;43.56;620.50;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 14:00;18.96;45.25;552.86;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 14:30;18.90;45.48;483.24;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 15:00;18.57;48.75;396.17;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 15:30;18.07;52.22;310.67;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 16:00;17.85;51.59;219.43;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 16:30;17.43;53.85;150.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 17:00;17.14;54.39;93.31;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 17:30;16.68;59.87;47.98;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 18:00;16.33;63.37;18.89;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 18:30;16.27;62.57;14.41;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 19:00;16.27;61.61;14.56;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 19:30;16.21;63.55;14.54;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 20:00;16.23;65.33;14.97;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 20:30;16.10;68.39;14.29;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 21:00;16.06;70.26;13.93;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 21:30;15.94;72.48;14.29;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 22:00;15.93;72.80;14.16;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 22:30;15.86;73.99;14.15;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;30/03/2024 23:00;15.79;75.83;13.56;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;30/03/2024 23:30;15.77;76.78;13.59;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 00:00;15.79;77.02;13.84;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 00:30;15.79;77.05;14.12;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 01:00;15.72;78.02;13.79;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 01:30;15.61;79.23;14.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 02:00;15.65;80.00;13.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 02:30;15.74;79.66;13.96;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 03:00;15.68;80.02;14.06;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 03:30;15.65;80.72;13.47;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 04:00;15.80;79.99;14.14;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 04:30;15.79;79.28;14.05;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 05:00;15.80;79.11;14.68;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 05:30;15.83;78.52;16.68;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 06:00;16.00;77.54;24.54;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 06:30;16.13;76.98;62.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 07:00;16.19;77.27;115.46;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 07:30;16.73;75.57;209.58;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 08:00;16.78;75.03;164.05;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 08:30;16.90;74.01;226.42;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 09:00;17.15;72.97;296.82;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 09:30;17.55;71.21;451.24;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 10:00;17.71;70.91;457.16;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 10:30;17.68;71.76;470.10;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 11:00;17.93;71.04;564.65;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 11:30;17.71;71.72;347.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 12:00;17.52;72.89;309.44;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 12:30;18.00;71.44;446.53;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 13:00;18.37;71.25;522.68;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 13:30;17.94;74.17;468.80;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 14:00;18.06;74.34;499.63;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 14:30;17.99;74.84;427.35;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 15:00;17.93;74.99;411.04;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 15:30;17.67;75.81;285.04;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 16:00;17.34;76.96;150.30;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 16:30;16.98;78.39;100.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 17:00;17.03;78.99;58.92;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 17:30;16.89;79.88;30.45;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 18:00;16.95;79.47;17.43;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 18:30;16.87;79.96;14.78;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 19:00;16.90;80.13;14.15;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 19:30;16.79;80.79;14.53;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 20:00;16.66;81.20;14.19;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 20:30;16.70;81.48;14.34;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 21:00;16.65;81.80;13.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 21:30;16.65;82.06;14.33;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 22:00;16.56;82.32;14.30;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 22:30;16.40;82.98;13.79;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;31/03/2024 23:00;16.36;83.28;13.95;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;31/03/2024 23:30;16.34;83.53;14.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 00:00;16.33;83.56;13.82;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 00:30;16.24;83.82;13.84;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 01:00;16.07;84.43;13.93;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 01:30;16.02;84.73;13.64;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 02:00;16.03;84.72;13.92;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 02:30;15.96;84.84;13.70;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 03:00;15.84;85.42;13.85;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 03:30;15.77;85.55;13.79;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 04:00;15.71;86.10;13.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 04:30;15.70;86.35;14.01;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 05:00;15.53;87.26;13.64;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 05:30;15.49;88.07;15.21;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 06:00;15.55;87.39;26.68;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 06:30;15.76;85.30;43.01;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 07:00;15.96;83.64;73.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 07:30;16.15;82.86;88.17;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 08:00;16.24;82.43;131.03;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 08:30;16.38;81.88;185.81;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 09:00;16.51;81.56;201.07;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 09:30;16.58;81.53;266.33;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 10:00;16.74;80.81;317.39;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 10:30;16.99;79.50;305.67;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 11:00;17.59;76.94;527.23;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 11:30;17.94;74.81;596.60;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 12:00;18.73;72.19;735.48;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 12:30;19.20;70.31;765.06;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 13:00;19.10;70.49;720.17;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 13:30;19.22;70.76;591.72;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 14:00;18.95;72.18;533.21;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 14:30;19.40;70.99;534.49;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 15:00;19.24;71.61;439.42;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 15:30;18.83;72.99;339.10;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 16:00;18.84;72.58;254.72;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 16:30;18.41;73.73;101.90;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 17:00;18.11;74.79;78.83;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 17:30;17.66;76.19;46.31;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 18:00;17.41;76.96;20.42;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 18:30;17.03;78.85;14.25;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 19:00;16.79;80.31;14.48;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 19:30;16.75;80.97;14.48;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 20:00;17.03;80.48;14.50;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 20:30;17.25;79.50;14.93;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 21:00;17.02;80.20;13.96;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 21:30;16.86;80.80;13.62;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 22:00;16.67;82.20;13.69;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 22:30;16.54;82.25;13.69;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;01/04/2024 23:00;15.93;79.34;13.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;01/04/2024 23:30;15.74;66.98;14.14;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 00:00;16.09;57.76;14.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 00:30;16.78;54.07;14.70;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 01:00;16.80;54.88;14.44;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 01:30;16.11;63.72;14.32;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 02:00;16.36;62.42;14.86;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 02:30;16.37;61.54;14.54;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 03:00;16.17;63.61;14.38;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 03:30;16.24;58.32;14.47;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 04:00;16.04;56.81;13.97;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 04:30;15.16;55.72;13.74;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 05:00;14.70;54.29;13.79;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 05:30;14.28;55.29;19.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 06:00;14.23;53.87;37.17;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 06:30;14.48;53.61;73.37;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 07:00;14.88;54.11;105.27;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 07:30;15.01;51.46;137.80;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 08:00;16.05;51.35;305.29;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 08:30;16.98;49.52;433.39;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 09:00;17.60;47.50;496.33;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 09:30;18.39;44.91;659.39;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 10:00;18.97;42.35;712.38;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 10:30;19.43;41.64;752.69;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 11:00;20.00;40.74;782.38;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 11:30;20.62;38.44;794.87;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 12:00;21.68;32.71;795.49;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 12:30;23.02;28.92;783.38;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 13:00;22.86;32.55;755.17;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 13:30;20.31;40.79;716.37;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 14:00;19.16;53.79;626.24;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 14:30;17.93;55.03;237.65;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 15:00;18.35;49.19;399.98;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 15:30;18.87;47.14;447.21;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 16:00;18.95;44.51;369.69;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 16:30;19.49;40.55;275.31;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 17:00;19.57;40.59;180.13;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 17:30;19.01;42.58;50.08;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 18:00;18.24;44.43;24.71;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 18:30;17.91;45.57;15.71;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 19:00;17.59;46.03;15.56;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 19:30;17.13;47.41;14.84;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 20:00;16.83;50.24;14.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 20:30;16.17;53.47;14.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 21:00;16.02;48.08;14.10;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 21:30;16.06;47.66;14.61;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 22:00;15.67;49.84;13.54;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 22:30;15.19;50.99;13.95;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;02/04/2024 23:00;14.95;51.88;13.56;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;02/04/2024 23:30;14.60;53.38;13.84;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 00:00;14.39;53.80;13.19;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 00:30;14.31;53.64;13.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 01:00;14.37;53.72;13.74;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 01:30;14.26;54.28;13.64;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 02:00;13.27;58.10;12.94;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 02:30;12.79;59.82;13.20;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 03:00;12.38;61.09;12.65;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 03:30;12.27;61.69;12.79;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 04:00;12.39;65.90;12.64;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 04:30;12.36;68.95;12.72;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 05:00;11.36;68.18;13.50;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 05:30;11.60;63.97;23.71;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 06:00;12.44;61.78;83.59;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 06:30;14.58;56.31;180.02;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 07:00;15.84;49.32;255.62;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 07:30;16.56;47.99;344.89;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 08:00;17.56;46.18;438.18;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 08:30;17.67;49.00;517.78;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 09:00;17.34;51.48;604.66;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 09:30;16.88;53.62;619.22;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 10:00;17.37;52.69;714.27;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 10:30;17.35;52.51;709.62;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 11:00;17.78;47.46;787.15;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 11:30;18.43;45.39;699.55;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 12:00;18.13;49.72;575.93;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 12:30;18.14;45.22;554.18;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 13:00;18.28;42.81;493.40;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 13:30;18.02;42.60;489.08;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 14:00;17.93;42.04;386.92;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 14:30;18.38;42.13;372.93;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 15:00;17.93;45.09;275.19;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 15:30;17.90;46.28;239.09;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 16:00;17.92;48.22;144.61;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 16:30;17.09;50.15;94.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 17:00;17.28;54.14;143.21;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 17:30;17.36;56.24;91.06;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 18:00;16.53;60.39;22.87;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 18:30;16.27;61.44;14.34;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 19:00;16.08;63.91;13.34;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 19:30;16.02;64.78;13.31;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 20:00;15.89;66.03;13.51;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 20:30;15.41;66.90;13.18;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 21:00;15.18;66.79;13.18;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 21:30;15.01;64.38;13.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 22:00;14.88;61.08;12.64;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 22:30;14.99;60.81;12.84;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;03/04/2024 23:00;14.43;61.06;13.13;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;03/04/2024 23:30;14.12;60.97;13.20;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 00:00;13.62;62.61;12.78;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 00:30;13.39;63.54;12.98;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 01:00;13.19;61.58;12.93;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 01:30;13.13;58.68;12.68;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 02:00;13.04;59.44;12.91;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 02:30;12.49;60.65;12.97;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 03:00;12.27;60.11;12.29;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 03:30;12.46;59.02;12.75;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 04:00;12.35;59.31;12.57;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 04:30;12.36;59.34;12.69;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 05:00;11.78;60.90;13.28;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 05:30;11.28;61.48;22.83;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 06:00;12.02;60.89;86.23;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 06:30;13.49;60.78;177.28;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 07:00;14.42;57.86;261.81;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 07:30;15.43;55.42;350.58;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 08:00;16.41;53.74;436.61;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 08:30;17.53;50.14;514.57;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 09:00;18.50;47.71;585.95;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 09:30;18.95;49.12;649.02;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 10:00;18.83;47.44;702.36;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 10:30;19.54;46.51;743.05;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 11:00;20.29;44.57;769.59;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 11:30;20.27;49.73;791.55;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 12:00;20.71;41.54;794.61;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 12:30;20.37;44.63;782.03;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 13:00;20.88;40.41;747.59;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 13:30;21.11;39.78;708.85;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 14:00;20.75;46.84;655.81;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 14:30;20.77;45.48;590.11;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 15:00;20.78;46.99;520.80;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 15:30;20.40;47.96;441.48;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 16:00;20.50;44.86;351.69;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 16:30;20.15;42.05;262.92;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 17:00;19.95;47.86;169.17;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 17:30;17.91;65.56;59.26;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 18:00;17.36;67.25;21.26;0.00
7e7dd09c-a8ee-414d-b138-c058a3a3066e;04/04/2024 18:30;17.04;64.69;14.19;0.00
0b13c64b-08ff-4a61-985f-2b44b23c7c45;04/04/2024 19:00;17.11;63.25;13.99;0.00
